Id,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,GrLivArea,TotalBsmtSF,1stFlrSF,2ndFlrSF,BedroomAbvGr,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,GarageArea,LotArea,LotFrontage,ExterQual,KitchenQual,BsmtQual,SaleCondition,MoSold,YrSold,SalePrice
882,Blueste,1Fam,SFoyer,9,4,1889,1914,1234,663,624,0,4,1,0,8,2,500,20965,82,Gd,Ex,Gd,Normal,6,2006,466002
1334,BrDale,1Fam,2Story,10,7,1939,1947,1946,1634,1259,778,3,1,0,7,2,548,8086,123,Gd,Gd,Gd,Normal,8,2007,651243
1359,Crawfor,1Fam,1Story,3,8,1924,1935,1017,821,421,0,3,1,1,7,2,401,16295,94,Gd,TA,NA,Normal,1,2007,194275
1157,Veenker,1Fam,1Story,6,6,1999,2010,1760,1320,718,0,3,2,1,6,2,495,12367,46,Gd,Gd,Gd,Normal,2,2007,745465
813,Timber,1Fam,1Story,8,6,1976,2008,1459,958,1005,0,4,2,0,8,2,394,5482,108,Gd,TA,Gd,Normal,4,2010,755000
1332,Sawyer,Duplex,1Story,10,8,1963,1980,1542,533,743,0,2,1,1,4,2,481,11682,103,Gd,TA,Gd,Normal,9,2006,700254
426,NAmes,1Fam,2Story,8,6,1986,2010,1682,1181,805,672,3,1,1,5,1,232,6296,69,TA,Fa,Gd,Normal,9,2010,627381
1055,BrDale,1Fam,1Story,8,6,1919,1956,1554,512,784,0,3,2,0,7,2,390,15170,59,Gd,TA,Gd,Normal,2,2009,445277
64,Blmngtn,1Fam,1.5Fin,7,6,1993,2009,2114,805,1243,0,4,1,0,6,2,678,12342,56,Ex,TA,Gd,Normal,3,2010,755000
818,Gilbert,1Fam,2Story,4,6,1955,1981,1545,660,919,618,3,1,0,5,2,485,9175,46,TA,TA,Ex,Normal,11,2008,468318
1395,CollgCr,1Fam,SLvl,3,6,1973,1981,1169,456,476,0,3,2,0,8,2,455,10072,22,Gd,TA,Ex,Normal,4,2007,469100
1307,Sawyer,1Fam,1Story,7,7,2010,2010,1626,929,922,0,4,2,0,9,2,374,10316,104,Gd,TA,TA,Normal,12,2010,461998
916,NWAmes,1Fam,1Story,5,6,1982,1982,1092,413,635,0,4,3,0,8,1,220,10808,74,Gd,Gd,Ex,Normal,2,2006,453866
433,SWISU,1Fam,1.5Fin,2,3,1962,1989,1926,640,1184,0,3,2,0,7,3,835,22498,20,TA,Gd,Gd,Alloca,6,2008,294646
694,ClearCr,TwnhsE,2Story,5,1,1976,1978,1516,564,743,606,2,2,0,6,3,612,9458,48,Gd,Gd,Gd,Normal,9,2008,468169
967,Sawyer,1Fam,SFoyer,2,7,1993,2010,1475,1080,785,0,3,2,1,8,2,407,15272,60,TA,TA,TA,Normal,7,2006,286474
1171,SWISU,1Fam,2Story,6,5,1923,1944,1851,1504,1057,740,3,2,0,8,1,193,18069,61,Gd,Gd,Gd,Abnorml,5,2008,503240
1043,CollgCr,1Fam,1Story,10,6,2006,2010,1584,713,1033,0,3,2,1,6,1,130,8410,86,TA,Ex,TA,Normal,10,2007,707307
608,Blmngtn,1Fam,2Story,8,6,1993,2002,1185,805,524,474,2,3,0,7,1,187,5704,72,TA,Fa,TA,Abnorml,9,2010,561861
1090,ClearCr,1Fam,1Story,7,6,1912,1923,1684,1275,1167,0,3,3,1,9,1,185,3909,53,TA,Gd,Ex,Normal,10,2007,617183
31,NPkVill,1Fam,1.5Fin,4,5,1932,1938,2269,1064,1381,0,3,2,1,6,1,172,6623,56,Gd,Gd,TA,Normal,10,2010,429286
57,StoneBr,1Fam,1.5Fin,7,8,1917,1956,1812,757,1030,0,3,3,0,8,2,439,14871,90,Ex,TA,TA,Partial,8,2008,755000
1179,OldTown,2fmCon,1Story,6,6,1889,1905,1604,556,755,0,3,1,0,6,2,512,15177,93,Gd,TA,TA,Normal,2,2009,325801
452,NAmes,TwnhsE,2Story,8,6,1941,1973,2049,1459,1319,819,3,2,1,8,1,197,5599,70,Gd,Ex,NA,Normal,12,2006,370839
559,OldTown,1Fam,1Story,8,6,1902,1911,1377,926,922,0,4,3,0,8,1,207,9990,57,Gd,TA,Ex,Normal,9,2006,482793
366,Gilbert,1Fam,1Story,4,8,1887,1920,1542,1309,705,0,3,2,0,8,1,217,13606,114,Ex,Gd,TA,Family,12,2006,504228
424,SawyerW,1Fam,1Story,6,9,1907,1937,1984,1383,1025,0,2,2,0,6,2,457,4345,42,Gd,TA,Gd,Normal,9,2010,634362
959,Veenker,1Fam,2Story,9,4,1964,1965,1482,533,977,592,4,1,1,6,1,193,7559,51,TA,Gd,Gd,Normal,8,2006,668710
807,IDOTRR,1Fam,1Story,8,8,1910,1914,2062,1818,956,0,3,2,0,8,3,807,10053,20,Gd,TA,Ex,Normal,2,2007,660135
1134,Somerst,1Fam,2Story,8,6,1943,1962,1614,1157,973,645,4,2,1,9,2,525,4333,35,TA,Gd,TA,Alloca,7,2009,636731
980,NPkVill,1Fam,1.5Fin,7,7,1994,2004,932,435,461,0,4,3,1,8,0,0,11766,38,TA,Fa,TA,Normal,8,2009,391367
355,NridgHt,1Fam,1.5Fin,7,7,1971,1983,2235,1375,928,0,3,2,1,8,2,461,14149,49,TA,Gd,TA,Normal,10,2006,755000
1357,MeadowV,1Fam,1Story,8,5,1964,1979,1148,850,723,0,2,2,0,5,3,685,11090,58,Gd,TA,TA,Normal,3,2007,425953
307,Mitchel,1Fam,1Story,5,6,1994,2010,1432,468,706,0,3,1,0,5,2,329,10613,72,Ex,Gd,Gd,Normal,9,2010,530594
797,IDOTRR,1Fam,1Story,9,8,1934,1962,1885,1086,1155,0,2,3,0,6,3,715,12539,84,TA,Ex,NA,Normal,2,2006,297737
100,StoneBr,TwnhsE,2Story,8,5,1918,1938,1845,1388,1087,738,3,3,0,7,2,465,2234,88,Gd,Gd,TA,Normal,2,2009,755000
756,Edwards,1Fam,1Story,7,5,1999,2010,1149,427,474,0,3,2,0,6,2,422,6170,59,Gd,TA,Ex,Normal,4,2007,493301
272,BrkSide,1Fam,SFoyer,8,6,1970,1999,2174,1613,1104,0,3,3,1,8,2,489,4844,73,Gd,TA,Gd,Normal,12,2009,694301
241,IDOTRR,2fmCon,1Story,9,6,2001,2010,1442,1121,621,0,5,1,0,7,2,435,8155,20,TA,TA,Gd,Normal,3,2009,477321
598,Veenker,1Fam,1Story,6,5,1916,1928,1796,1239,719,0,5,1,2,8,2,283,7175,61,TA,Ex,TA,Normal,3,2009,470244
947,Timber,1Fam,1Story,5,8,1897,1917,1952,1346,1273,0,5,2,0,8,2,381,7654,52,Gd,TA,Gd,Normal,1,2010,617816
359,IDOTRR,1Fam,1Story,7,5,1938,1943,1671,1324,1169,0,4,2,0,9,2,333,5507,96,TA,TA,TA,Normal,1,2008,323804
985,Sawyer,1Fam,1.5Fin,7,5,1961,1966,1875,882,1295,0,4,2,1,8,2,329,2799,96,TA,Gd,Gd,Normal,11,2006,505647
778,Sawyer,1Fam,2Story,8,6,1959,1984,1151,475,547,460,2,2,0,5,1,279,9390,80,Fa,TA,Gd,Family,10,2007,374227
708,BrkSide,1Fam,1.5Fin,4,6,1964,1987,1262,705,651,0,3,3,0,9,2,574,5616,43,Gd,TA,NA,Normal,9,2006,188824
599,Veenker,1Fam,1Story,1,5,1913,1923,1321,564,882,0,3,2,0,6,2,489,6747,53,Gd,Gd,Ex,Normal,6,2006,333650
875,NoRidge,1Fam,1Story,9,7,1893,1924,1254,620,551,0,4,1,1,7,2,349,8416,31,TA,Gd,Po,Normal,2,2010,492076
931,Timber,1Fam,1Story,7,5,1930,1951,1960,1654,1255,0,4,1,0,6,1,240,7091,20,Fa,TA,Gd,Normal,7,2006,629192
340,StoneBr,1Fam,1.5Fin,9,6,1935,1946,1531,1109,839,0,4,3,0,10,4,743,14599,57,TA,TA,Gd,Partial,11,2008,755000
1280,SawyerW,1Fam,2Story,8,6,1884,1902,1600,1011,645,640,3,2,2,6,2,502,16169,86,TA,TA,Gd,Normal,1,2008,525799
1433,SawyerW,1Fam,1Story,9,6,1905,1936,2138,1100,1192,0,2,2,1,5,2,339,4068,92,Gd,Gd,Gd,Normal,12,2010,696696
1042,Edwards,1Fam,1Story,7,5,1888,1910,1386,514,687,0,5,2,0,9,2,493,5826,20,Gd,TA,TA,Normal,6,2006,328107
712,NPkVill,1Fam,1Story,4,6,1900,1939,1604,959,669,0,2,2,0,6,2,438,5520,85,TA,Gd,Gd,Normal,4,2008,322697
1050,NoRidge,TwnhsE,1Story,8,6,1930,1934,2144,701,1296,0,3,2,0,6,2,437,11176,72,TA,TA,Gd,Normal,3,2008,755000
311,NWAmes,1Fam,2Story,7,6,1912,1943,1768,1483,1086,707,4,2,0,8,2,407,16402,103,Gd,TA,TA,Normal,6,2006,600133
572,Edwards,1Fam,2Story,4,6,1906,1944,1488,784,722,595,3,1,1,7,2,457,5616,105,TA,Ex,Gd,Partial,6,2007,289428
918,IDOTRR,1Fam,1Story,8,6,1922,1947,1381,868,754,0,3,2,1,7,2,559,15276,102,TA,Gd,Ex,Normal,8,2010,425126
603,Veenker,1Fam,1Story,8,7,1911,1927,1307,645,647,0,2,2,0,7,1,213,11482,44,TA,Po,TA,Partial,2,2007,520771
290,NPkVill,1Fam,2Story,8,5,1951,1961,1796,820,1088,718,2,1,2,6,2,468,11979,91,TA,Gd,Gd,AdjLand,3,2010,598659
429,Blmngtn,1Fam,1Story,6,6,1955,1955,879,555,365,0,2,2,1,7,2,429,5889,113,TA,Ex,Gd,Normal,3,2006,372462
1086,SawyerW,1Fam,1Story,7,3,1970,1996,1427,499,802,0,3,0,1,4,3,648,13074,62,Gd,Gd,TA,Normal,11,2010,550836
209,NoRidge,1Fam,SFoyer,8,7,1968,1983,1513,1096,911,0,3,1,0,6,2,489,9148,43,TA,Gd,TA,Normal,1,2007,755000
681,BrkSide,1Fam,1Story,10,5,2000,2010,1443,587,631,0,3,2,1,7,2,436,10565,35,TA,Gd,Gd,Normal,1,2007,621639
354,Veenker,1Fam,2Story,9,8,1962,1973,1067,899,569,426,3,1,1,7,1,221,8454,37,Gd,TA,TA,Normal,2,2008,699717
325,IDOTRR,1Fam,2Story,7,5,1904,1933,936,671,457,374,3,1,1,7,2,373,9722,71,Gd,TA,TA,Normal,7,2008,291939
238,NoRidge,1Fam,1Story,9,6,1949,1981,1414,721,755,0,2,2,0,6,1,273,4722,84,TA,TA,Fa,Normal,5,2007,690842
59,NridgHt,1Fam,2Story,10,8,1906,1917,1528,950,993,611,3,2,0,6,1,199,10431,47,Ex,TA,TA,Normal,1,2006,755000
1160,NoRidge,1Fam,1Story,7,6,1930,1964,1741,936,1125,0,3,1,1,7,2,418,24594,65,TA,Gd,TA,Normal,11,2009,709701
536,IDOTRR,1Fam,1Story,9,3,1875,1911,1642,550,989,0,3,2,1,7,1,132,9375,88,TA,TA,Gd,Normal,6,2008,353472
368,MeadowV,2fmCon,1.5Fin,3,6,1969,2004,1675,1211,687,0,3,2,1,8,2,492,8307,57,TA,Gd,Gd,Abnorml,8,2007,324195
696,NPkVill,1Fam,1Story,7,5,1873,1894,1344,444,750,0,4,2,0,9,3,579,7861,20,Gd,Fa,Gd,Normal,3,2008,403408
24,Blmngtn,1Fam,2Story,7,6,1960,1978,1580,583,799,632,2,1,0,4,3,593,11160,71,Ex,Ex,TA,Normal,10,2009,639935
108,OldTown,1Fam,2Story,7,1,1944,1967,1124,387,530,449,2,2,0,7,2,582,4998,66,Ex,Gd,Gd,Normal,12,2007,436497
1431,NWAmes,1Fam,2Story,6,6,1923,1931,1418,678,927,567,3,1,1,7,2,396,32223,27,TA,Gd,TA,Normal,6,2009,430179
1019,MeadowV,1Fam,1Story,7,8,1967,1970,400,254,200,0,3,3,1,9,2,343,26875,93,TA,Fa,Ex,Abnorml,1,2010,345510
362,SWISU,1Fam,1Story,5,6,1965,1972,1868,855,1029,0,3,1,0,5,1,252,14002,71,TA,Gd,Ex,Normal,5,2007,467480
1002,NAmes,TwnhsE,1Story,7,5,1913,1937,678,549,280,0,5,1,0,7,1,189,16671,72,Gd,TA,Gd,Normal,6,2009,438958
539,NWAmes,1Fam,2Story,8,8,1923,1929,1803,818,1193,721,3,3,0,8,1,155,13137,79,Gd,TA,TA,Partial,1,2006,636142
1422,Mitchel,TwnhsE,1Story,5,5,1943,1962,1630,754,964,0,2,2,0,7,1,252,12687,106,Gd,TA,Po,Normal,4,2007,279839
1178,StoneBr,1Fam,1Story,8,4,1943,1960,1857,1611,765,0,3,2,1,6,0,0,7385,37,TA,Gd,Gd,Partial,7,2010,755000
1292,Timber,1Fam,2Story,6,6,1892,1914,2064,756,987,825,2,2,0,6,3,668,10118,50,TA,Gd,TA,Abnorml,12,2006,514747
782,NAmes,1Fam,2Story,4,6,1878,1893,1824,895,1145,729,5,2,0,10,2,671,12304,71,TA,Gd,Gd,Normal,11,2010,360940
1448,BrkSide,1Fam,1Story,4,5,1961,1984,1694,943,1108,0,2,2,0,5,2,461,17707,74,Gd,TA,TA,Normal,10,2006,307160
775,Edwards,1Fam,1Story,8,4,1892,1896,400,244,200,0,5,1,1,7,2,382,7977,81,Ex,Gd,Ex,Normal,10,2009,349752
673,StoneBr,1Fam,2Story,6,7,1942,1954,1709,792,1103,683,2,2,2,5,0,0,6514,77,Ex,TA,TA,Normal,2,2009,755000
234,SawyerW,1Fam,1Story,5,6,1986,1996,1823,1595,890,0,3,2,1,7,2,489,4426,29,TA,TA,Gd,Normal,11,2006,543687
427,NWAmes,1Fam,1Story,4,9,1980,1996,1745,557,721,0,2,1,0,4,4,921,5700,63,Gd,TA,Gd,Normal,4,2007,561073
197,Sawyer,1Fam,2Story,7,7,1958,1986,1676,1443,741,670,3,2,0,7,2,417,4536,20,Gd,Ex,Gd,Normal,9,2007,616532
1227,Gilbert,1Fam,1Story,9,3,1994,2004,1656,790,1108,0,3,2,1,7,1,234,20910,79,Gd,TA,Gd,Normal,10,2008,755000
82,SWISU,1Fam,2Story,7,8,1878,1892,1338,1047,567,535,3,2,0,6,3,613,9275,113,Gd,Gd,Gd,Family,11,2007,493367
1369,Veenker,1Fam,1Story,10,6,1875,1883,2157,1613,1108,0,3,2,0,6,2,173,1439,69,TA,TA,TA,Normal,10,2006,716314
1126,NAmes,1Fam,1Story,6,5,1951,1955,1781,754,1184,0,1,1,0,4,2,362,9897,62,TA,TA,Gd,Normal,10,2007,473666
112,Veenker,1Fam,1Story,8,5,1883,1890,1659,943,856,0,4,1,0,8,2,479,13625,90,TA,TA,TA,Normal,7,2008,547463
1244,BrkSide,1Fam,1Story,8,6,2007,2010,842,693,483,0,3,1,0,7,2,460,11477,120,Fa,TA,Gd,Normal,11,2009,376393
745,ClearCr,1Fam,2Story,9,6,2010,2010,1524,460,842,609,3,2,1,6,2,528,6462,91,Gd,Gd,TA,Abnorml,10,2009,755000
938,MeadowV,1Fam,2Story,10,6,1925,1927,1565,929,750,626,2,1,1,6,2,531,13265,79,TA,TA,TA,Normal,10,2009,448215
345,Gilbert,1Fam,2Story,6,3,1876,1912,1419,893,791,567,3,3,0,8,2,477,43005,29,Gd,Gd,TA,Normal,9,2009,411585
1233,Somerst,1Fam,2Story,9,6,1903,1940,1577,726,908,630,3,2,0,6,2,332,8859,75,Gd,Gd,TA,Normal,4,2008,660466
866,NAmes,2fmCon,1Story,8,7,1986,1991,1926,1309,1210,0,4,2,0,9,2,494,10660,58,TA,TA,Gd,Normal,4,2007,708418
1089,BrDale,1Fam,2Story,9,7,2001,2010,2141,1365,1224,856,3,1,0,5,2,478,6534,63,TA,Ex,NA,Abnorml,11,2007,282853
351,Mitchel,1Fam,1Story,5,7,2008,2010,1285,451,638,0,3,2,1,8,1,266,5749,77,Gd,Gd,TA,Normal,8,2009,414347
589,Timber,1Fam,1.5Fin,10,5,1933,1951,1188,424,783,0,4,1,0,6,1,181,7550,68,Gd,TA,Gd,Normal,4,2008,685844
1428,IDOTRR,1Fam,2Story,10,6,1978,2009,1700,705,1013,680,5,2,1,8,2,367,7363,99,TA,Gd,Gd,Normal,11,2009,576356
949,Landmrk,Duplex,2Story,7,7,1926,1948,943,608,629,377,3,1,0,7,2,610,33063,66,Gd,Gd,Gd,Normal,6,2006,439817
1450,Blueste,1Fam,1Story,8,7,1948,1961,1447,1099,839,0,3,2,0,6,2,333,7325,92,Gd,Gd,TA,Normal,4,2007,514057
990,BrkSide,1Fam,1Story,6,6,1974,1986,1208,477,539,0,2,1,1,6,2,462,5103,84,TA,Ex,Gd,Normal,4,2010,340912
678,Gilbert,1Fam,2Story,6,7,1952,1955,2170,785,1413,868,3,2,0,6,2,575,6889,35,Ex,Gd,Gd,Normal,4,2006,701003
479,BrDale,1Fam,1Story,9,6,1899,1905,1351,662,934,0,3,1,0,5,2,553,8620,50,TA,Gd,TA,Normal,2,2008,328335
1272,Landmrk,1Fam,1.5Fin,8,8,1968,1981,1592,1063,921,0,3,1,1,7,1,237,14086,66,Gd,Ex,TA,Normal,7,2007,466617
1411,Somerst,TwnhsE,1Story,6,7,1935,1953,1408,1245,761,0,4,2,0,9,2,426,8505,100,Gd,TA,TA,Normal,7,2010,566767
480,Mitchel,1Fam,2Story,9,3,1943,1968,1916,841,799,766,2,2,1,5,2,434,20045,24,Gd,Gd,Ex,Normal,3,2010,743044
1362,Somerst,1Fam,2Story,8,5,1928,1964,1532,755,930,612,3,2,1,8,1,232,6059,48,Fa,TA,TA,Normal,9,2006,463657
803,NAmes,TwnhsE,SFoyer,5,6,1941,1973,1708,879,1071,0,3,2,0,7,2,539,26300,35,Gd,TA,Gd,Normal,11,2007,502519
652,Mitchel,1Fam,2Story,8,6,1954,1960,1812,1619,878,724,5,2,1,8,3,758,8044,85,Gd,TA,Gd,Normal,7,2006,755000
723,NridgHt,1Fam,1Story,8,5,1912,1938,1444,1185,627,0,3,1,0,6,1,164,10296,72,Gd,TA,NA,Normal,2,2010,393185
255,Veenker,1Fam,1Story,5,5,1891,1895,972,424,389,0,4,2,1,7,2,479,7352,125,Gd,TA,TA,Normal,5,2007,355406
1067,ClearCr,1Fam,1Story,7,5,2008,2010,2316,1858,1618,0,4,1,1,7,2,421,13494,64,Gd,Gd,Gd,Normal,2,2006,755000
639,Crawfor,1Fam,1Story,8,6,1933,1938,1933,1304,1165,0,3,2,1,6,0,0,9919,44,TA,Gd,TA,Normal,2,2007,622725
800,MeadowV,1Fam,1Story,9,6,1948,1983,1655,1060,686,0,3,2,0,6,2,430,11171,64,Gd,Gd,TA,Normal,3,2009,532645
381,Timber,1Fam,1Story,7,7,1930,1958,1592,684,1053,0,3,2,0,8,2,322,9006,41,Fa,Gd,Gd,Normal,3,2010,569283
304,SWISU,1Fam,1Story,7,7,1916,1930,1467,517,811,0,3,3,1,9,3,769,10171,48,Ex,TA,Ex,Normal,4,2007,602699
87,Sawyer,1Fam,1.5Fin,5,7,1953,1986,1921,1104,973,0,3,3,1,8,2,347,4434,20,Gd,TA,Gd,Normal,11,2008,528059
1386,CollgCr,1Fam,1Story,8,9,1934,1936,1457,835,911,0,5,2,1,10,2,512,10609,103,TA,Gd,Gd,Abnorml,2,2010,683751
266,OldTown,1Fam,2Story,8,5,1879,1902,1422,633,970,568,3,2,0,6,3,448,23045,99,TA,Gd,Gd,Normal,6,2006,385936
794,NPkVill,TwnhsE,2Story,3,6,1896,1932,1193,949,661,477,3,1,1,6,1,153,10327,74,Ex,Gd,Gd,Normal,12,2008,298402
1446,Veenker,1Fam,2Story,7,6,2010,2010,1820,602,947,728,2,2,1,5,3,660,8872,29,Gd,Gd,Gd,Normal,7,2009,755000
809,NWAmes,1Fam,1Story,10,6,1939,1976,1533,1193,771,0,4,3,0,10,2,562,8139,42,TA,Gd,Gd,Normal,2,2007,746371
1100,Blmngtn,1Fam,1Story,7,6,1915,1925,1833,1431,1217,0,3,2,1,7,0,0,3771,29,TA,TA,TA,Normal,6,2008,419611
606,NWAmes,1Fam,1Story,6,6,1976,1980,1377,660,922,0,3,2,0,6,2,501,3007,100,Gd,Gd,TA,Normal,6,2010,506046
702,NridgHt,1Fam,1Story,5,7,1966,1998,1320,789,651,0,4,1,0,7,2,451,19199,66,Gd,Gd,Gd,Normal,10,2007,615497
222,NAmes,2fmCon,SFoyer,8,6,1891,1893,1374,610,917,0,3,2,0,7,1,228,10214,52,TA,Fa,Ex,Abnorml,7,2008,471847
114,BrkSide,TwnhsE,1Story,8,6,1925,1932,2100,1520,1199,0,2,3,0,7,1,253,7833,44,Gd,TA,Fa,Normal,9,2006,510631
549,Mitchel,1Fam,1.5Fin,8,5,1963,1997,1555,630,706,0,2,0,0,3,2,423,7438,84,Gd,TA,TA,Normal,11,2008,543885
1074,NoRidge,1Fam,1Story,7,5,2010,2010,1257,468,590,0,3,1,0,7,1,253,39799,65,Gd,TA,Gd,Normal,10,2007,755000
175,SWISU,Twnhs,1Story,7,6,1994,2010,1590,709,905,0,5,1,0,7,2,509,11420,52,TA,TA,TA,Normal,8,2009,525648
515,NridgHt,1Fam,2Story,7,8,1893,1924,1858,1055,770,743,3,2,0,6,2,361,6862,50,TA,Gd,TA,Normal,5,2007,674409
1351,Landmrk,1Fam,2Story,9,6,1886,1893,1983,825,1383,793,3,1,0,5,2,507,7203,85,TA,TA,TA,Normal,10,2009,416964
1146,Landmrk,1Fam,1Story,3,6,1979,2010,1623,851,1054,0,4,2,1,8,2,521,12154,66,TA,TA,TA,Normal,6,2007,253240
966,Blmngtn,TwnhsE,SFoyer,8,7,1888,1894,1357,1118,799,0,5,1,0,9,2,530,22314,73,TA,TA,TA,Normal,6,2007,481541
937,NoRidge,1Fam,1Story,6,7,1974,1992,1811,797,1093,0,4,3,0,10,2,328,4860,26,Gd,TA,Gd,Normal,11,2008,755000
286,NoRidge,1Fam,1.5Fin,8,7,1987,1999,982,819,607,0,4,1,0,8,3,874,3806,60,TA,TA,Gd,Normal,4,2009,755000
1311,StoneBr,1Fam,2Story,6,7,1919,1921,1891,1301,1115,756,3,2,0,8,2,444,11415,72,TA,Gd,Gd,Normal,11,2008,751551
343,Veenker,1Fam,1Story,6,5,1884,1908,1650,1452,1009,0,3,1,0,7,1,158,10724,101,TA,TA,Ex,Normal,2,2010,581208
1166,BrkSide,2fmCon,1Story,4,6,1963,1975,1432,601,679,0,4,3,0,8,2,569,9232,89,TA,TA,Gd,Normal,3,2006,334650
32,Veenker,1Fam,2Story,1,5,1902,1917,1776,1399,997,710,3,2,1,8,1,184,24716,62,TA,Gd,NA,Normal,2,2007,157023
874,Gilbert,1Fam,2Story,5,7,1981,2010,989,878,645,395,5,2,1,8,2,494,16779,93,TA,TA,Gd,Normal,7,2010,462781
211,NAmes,1Fam,1.5Fin,8,6,1996,2010,965,627,486,0,2,2,1,5,2,503,12478,51,Gd,TA,Ex,Normal,11,2006,682359
925,NWAmes,1Fam,1Story,7,7,1970,1976,2151,1383,963,0,3,2,0,6,3,882,4680,72,TA,TA,Gd,Normal,11,2007,629215
406,MeadowV,Twnhs,2Story,7,6,1881,1881,1023,317,708,409,2,1,1,5,3,643,14595,114,Fa,TA,TA,Normal,12,2007,226562
771,StoneBr,1Fam,1.5Fin,7,7,1942,1957,2061,946,1310,0,2,2,0,7,2,455,18289,64,Gd,Ex,NA,Normal,9,2006,503480
382,Sawyer,1Fam,SLvl,10,7,1883,1905,2090,688,857,0,4,2,0,9,0,0,9514,41,TA,Gd,Gd,Normal,3,2006,528909
890,ClearCr,1Fam,1Story,7,7,1994,2010,831,561,481,0,4,2,1,7,2,489,15093,29,TA,TA,Gd,Normal,4,2009,598142
1201,OldTown,1Fam,1Story,3,7,1940,1940,1515,769,935,0,4,1,1,8,2,384,15991,67,TA,Gd,Gd,Abnorml,8,2006,290297
189,Mitchel,1Fam,2Story,5,7,1923,1960,2194,1230,1323,877,2,2,0,6,3,663,4737,70,Po,TA,NA,Normal,11,2007,195749
894,Gilbert,TwnhsE,2Story,8,6,1922,1945,1254,606,859,501,3,3,1,9,2,374,14214,122,Ex,TA,Gd,Normal,10,2008,677303
1328,Edwards,1Fam,1Story,5,6,1896,1911,1542,621,1026,0,5,2,2,8,2,548,11410,107,Fa,Gd,NA,Normal,10,2010,142240
421,Edwards,1Fam,1.5Fin,5,5,1945,1955,712,417,495,0,3,2,0,7,3,794,6260,87,TA,TA,Gd,Normal,4,2009,283238
579,SawyerW,1Fam,1Story,6,7,1955,1955,2088,846,1062,0,3,2,0,8,4,1002,3754,88,TA,TA,Gd,Normal,12,2007,588257
84,NridgHt,1Fam,2Story,5,6,1925,1954,1762,1457,1215,704,1,3,0,7,3,747,10748,69,TA,Fa,Fa,Normal,10,2008,532156
1275,SawyerW,Twnhs,2Story,5,6,1916,1937,1088,408,529,435,3,2,0,8,1,247,6197,67,TA,Gd,Gd,Normal,10,2008,311777
49,NAmes,1Fam,SFoyer,6,7,1946,1964,1782,1587,1118,0,3,1,0,5,2,536,5574,46,TA,Gd,Gd,Normal,5,2008,571219
156,ClearCr,1Fam,1.5Fin,8,6,1993,2010,684,493,476,0,3,2,0,7,2,454,8400,84,TA,TA,Gd,Normal,11,2008,531328
974,Somerst,1Fam,1Story,8,7,1921,1948,1827,1073,1045,0,3,2,2,8,2,303,10701,46,Gd,Ex,TA,Normal,8,2006,667100
1111,BrkSide,1Fam,2Story,6,7,2002,2010,872,488,517,348,5,3,0,11,3,827,6863,63,TA,Gd,Gd,AdjLand,6,2008,425842
951,NPkVill,1Fam,1Story,6,7,1995,2006,1282,481,724,0,4,2,1,8,3,569,9338,20,TA,TA,TA,Normal,2,2006,425851
1031,NoRidge,1Fam,1Story,8,6,1933,1939,1913,863,1058,0,2,3,1,7,3,623,5050,20,TA,TA,TA,Abnorml,10,2009,755000
1436,NoRidge,TwnhsE,2Story,4,7,1931,1939,1272,836,575,508,3,3,1,7,2,437,12039,42,Fa,Gd,NA,Normal,7,2008,215156
1197,BrDale,TwnhsE,SFoyer,8,5,1880,1887,1282,762,773,0,2,2,1,6,3,501,4271,59,Gd,Po,TA,Normal,2,2010,337745
1443,Blueste,1Fam,2Story,8,5,1999,2010,848,638,451,339,3,1,1,7,1,181,4237,92,TA,TA,Gd,Normal,4,2010,383755
482,Sawyer,1Fam,1Story,8,6,1895,1913,1366,1094,589,0,2,2,0,7,1,208,22728,91,TA,TA,TA,Partial,8,2010,348692
180,Timber,Twnhs,1Story,10,4,1922,1944,1153,1037,681,0,4,3,1,9,2,463,14295,61,TA,TA,TA,Normal,12,2010,678333
860,NridgHt,1Fam,1.5Fin,7,6,1923,1959,1691,808,1053,0,2,2,0,7,2,497,20719,80,TA,TA,Gd,Normal,10,2008,755000
1214,Edwards,1Fam,2Story,10,6,1918,1949,1949,1438,1274,779,4,2,0,9,2,450,10165,33,Gd,Gd,TA,Normal,12,2010,618694
584,CollgCr,1Fam,1Story,8,5,1957,1995,1502,1008,965,0,3,2,1,6,3,762,26195,96,Gd,Fa,TA,Normal,5,2007,718040
478,NAmes,TwnhsE,1.5Fin,10,6,1930,1936,1188,806,768,0,3,2,0,8,2,563,8229,50,TA,Gd,Fa,Normal,9,2007,509720
1406,SawyerW,1Fam,SFoyer,9,3,1897,1916,1026,663,699,0,3,3,1,9,2,372,26487,105,Gd,Gd,Gd,Normal,2,2009,526749
1147,Edwards,1Fam,1Story,8,6,1943,1943,2139,955,916,0,3,2,0,8,3,608,13615,61,Gd,TA,Gd,Normal,2,2009,616668
1167,BrkSide,1Fam,1Story,5,6,1963,1980,888,487,416,0,3,3,0,7,2,572,4334,20,Ex,Gd,TA,Normal,8,2006,345901
347,SWISU,1Fam,1Story,9,7,1874,1889,1591,993,920,0,3,2,0,6,1,237,7059,58,Gd,TA,Gd,Abnorml,9,2009,562637
